id,timestamp,node_id,node_type,value
84,2016-10-15 05:09:15.476681,395000,dataA2X,4294962296.0
85,2016-10-15 05:09:20.477223,400000,dataA2X,4294962296.0
86,2016-10-15 05:09:25.475344,405000,dataA2X,4294962296.0
87,2016-10-15 05:09:30.474767,410000,dataA2X,4294962296.0
88,2016-10-15 05:09:35.475400,415000,dataA2X,4294962296.0
89,2016-10-15 05:09:40.473563,420000,dataA2X,4294962296.0
90,2016-10-15 05:09:45.474410,425000,dataA2X,4294962296.0
91,2016-10-15 05:09:50.474995,430000,dataA2X,4294962296.0
92,2016-10-15 05:09:55.472725,435000,dataA2X,4294962296.0
93,2016-10-15 05:10:00.473607,440000,dataA2X,4294962296.0
94,2016-10-15 05:10:05.472876,445000,dataA2X,4294962296.0
95,2016-10-15 05:10:10.473452,450000,dataA2X,4294962296.0
96,2016-10-15 05:10:15.471751,455000,dataA2X,4294962296.0
97,2016-10-15 05:10:20.472184,460000,dataA2X,4294962296.0
98,2016-10-15 05:10:25.472821,465000,dataA2X,4294962296.0
99,2016-10-15 05:10:30.470029,470000,dataA2X,4294962296.0
100,2016-10-15 05:10:35.470906,475000,dataA2X,4294962296.0
101,2016-10-15 05:10:40.471506,480000,dataA2X,4294962296.0
102,2016-10-15 05:10:45.469340,485000,dataA2X,4294962296.0
103,2016-10-15 05:10:50.470292,490000,dataA2X,4294962296.0
104,2016-10-15 05:10:55.469663,495000,dataA2X,4294962296.0
105,2016-10-15 05:11:00.470284,500000,dataA2X,4294962296.0
106,2016-10-15 05:11:05.468765,505000,dataA2X,4294962296.0
107,2016-10-15 05:11:10.469620,510000,dataA2X,4294962296.0
108,2016-10-15 05:11:15.469757,515000,dataA2X,4294962296.0
109,2016-10-15 05:11:20.468120,520000,dataA2X,4294962296.0
110,2016-10-15 05:11:25.467610,525000,dataA2X,4294962296.0
111,2016-10-15 05:11:30.469112,530000,dataA2X,4294962296.0
112,2016-10-15 05:11:35.467071,535000,dataA2X,4294962296.0
113,2016-10-15 05:11:40.467813,540000,dataA2X,4294962296.0
114,2016-10-15 05:11:45.469254,545000,dataA2X,4294962296.0
115,2016-10-15 05:11:50.467253,550000,dataA2X,4294962296.0
116,2016-10-15 05:11:55.468197,555000,dataA2X,4294962296.0
117,2016-10-15 05:12:00.468711,560000,dataA2X,4294962296.0
118,2016-10-15 05:12:05.464313,565000,dataA2X,4294962296.0
119,2016-10-15 05:12:10.467444,570000,dataA2X,4294962296.0
120,2016-10-15 05:12:15.468270,575000,dataA2X,4294962296.0
121,2016-10-15 05:12:20.468866,580000,dataA2X,4294962296.0
122,2016-10-15 05:12:25.465756,585000,dataA2X,4294962296.0
123,2016-10-15 05:12:30.466607,590000,dataA2X,4294962296.0
124,2016-10-15 05:12:35.463856,595000,dataA2X,4294962296.0
125,2016-10-15 05:12:40.462134,600000,dataA2X,4294962296.0
126,2016-10-15 05:12:45.463037,605000,dataA2X,4294962296.0
127,2016-10-15 05:12:50.463646,610000,dataA2X,4294962296.0
128,2016-10-15 05:12:55.463076,615000,dataA2X,4294962296.0
129,2016-10-15 05:13:00.462860,620000,dataA2X,4294962296.0
130,2016-10-15 05:13:05.465263,625000,dataA2X,4294962296.0
131,2016-10-15 05:13:10.462671,630000,dataA2X,4294962296.0
132,2016-10-15 05:13:15.460849,635000,dataA2X,4294962296.0
133,2016-10-15 05:13:20.461690,640000,dataA2X,4294962296.0
134,2016-10-15 05:13:25.460572,645000,dataA2X,4294962296.0
135,2016-10-15 05:13:30.458752,650000,dataA2X,4294962296.0
136,2016-10-15 05:13:35.459668,655000,dataA2X,4294962296.0
137,2016-10-15 05:13:40.460264,660000,dataA2X,4294962296.0
138,2016-10-15 05:13:45.460853,665000,dataA2X,4294962296.0
139,2016-10-15 05:13:50.459104,670000,dataA2X,4294962296.0
140,2016-10-15 05:13:55.460810,675000,dataA2X,4294962296.0
141,2016-10-15 05:14:00.459125,680000,dataA2X,4294962296.0
142,2016-10-15 05:14:05.457193,685000,dataA2X,4294962296.0
143,2016-10-15 05:14:10.458054,690000,dataA2X,4294962296.0
144,2016-10-15 05:14:15.458629,695000,dataA2X,4294962296.0
145,2016-10-15 05:14:20.457302,700000,dataA2X,4294962296.0
146,2016-10-15 05:14:25.458075,705000,dataA2X,4294962296.0
147,2016-10-15 05:14:30.458824,710000,dataA2X,4294962296.0
148,2016-10-15 05:14:35.458512,715000,dataA2X,4294962296.0
149,2016-10-15 05:14:40.456212,720000,dataA2X,4294962296.0
150,2016-10-15 05:14:45.456987,725000,dataA2X,4294962296.0
151,2016-10-15 05:14:50.457559,730000,dataA2X,4294962296.0
152,2016-10-15 05:14:55.455853,735000,dataA2X,4294962296.0
153,2016-10-15 05:15:00.456656,740000,dataA2X,4294962296.0
154,2016-10-15 05:15:05.456806,745000,dataA2X,4294962296.0
155,2016-10-15 05:15:10.456730,750000,dataA2X,4294962296.0
156,2016-10-15 05:15:15.455030,755000,dataA2X,4294962296.0
157,2016-10-15 05:15:20.455683,760000,dataA2X,4294962296.0
158,2016-10-15 05:15:25.456294,765000,dataA2X,4294962296.0
159,2016-10-15 05:15:30.453396,770000,dataA2X,4294962296.0
160,2016-10-15 05:15:35.454373,775000,dataA2X,4294962296.0
161,2016-10-15 05:15:40.454623,780000,dataA2X,4294962296.0
162,2016-10-15 05:15:45.452991,785000,dataA2X,4294962296.0
163,2016-10-15 05:15:50.453953,790000,dataA2X,4294962296.0
164,2016-10-15 05:15:55.453947,795000,dataA2X,4294962296.0
165,2016-10-15 05:16:00.454716,800000,dataA2X,4294962296.0
166,2016-10-15 05:16:05.451762,805000,dataA2X,4294962296.0
167,2016-10-15 05:16:10.452583,810000,dataA2X,4294962296.0
168,2016-10-15 05:16:15.453286,815000,dataA2X,4294962296.0
169,2016-10-15 05:16:20.451706,820000,dataA2X,4294962296.0
170,2016-10-15 05:16:25.452509,825000,dataA2X,4294962296.0
171,2016-10-15 05:16:30.453332,830000,dataA2X,4294962296.0
172,2016-10-15 05:16:35.451010,835000,dataA2X,4294962296.0
173,2016-10-15 05:16:40.452042,840000,dataA2X,4294962296.0
174,2016-10-15 05:16:45.451681,845000,dataA2X,4294962296.0
175,2016-10-15 05:16:50.452380,850000,dataA2X,4294962296.0
176,2016-10-15 05:16:55.453132,855000,dataA2X,4294962296.0
177,2016-10-15 05:17:00.451548,860000,dataA2X,4294962296.0
178,2016-10-15 05:17:05.451082,865000,dataA2X,4294962296.0
179,2016-10-15 05:17:10.451835,870000,dataA2X,4294962296.0
180,2016-10-15 05:17:15.450409,875000,dataA2X,4294962296.0
181,2016-10-15 05:17:20.451352,880000,dataA2X,4294962296.0
182,2016-10-15 05:17:25.451598,885000,dataA2X,4294962296.0
183,2016-10-15 05:17:30.448888,890000,dataA2X,4294962296.0
184,2016-10-15 05:17:35.449896,895000,dataA2X,4294962296.0
185,2016-10-15 05:17:40.450564,900000,dataA2X,4294962296.0
186,2016-10-15 05:17:45.451451,905000,dataA2X,4294962296.0
187,2016-10-15 05:17:50.449866,910000,dataA2X,4294962296.0
188,2016-10-15 05:17:55.449097,915000,dataA2X,4294962296.0
189,2016-10-15 05:18:00.449811,920000,dataA2X,4294962296.0
190,2016-10-15 05:18:05.448136,925000,dataA2X,4294962296.0
191,2016-10-15 05:18:10.449306,930000,dataA2X,4294962296.0
192,2016-10-15 05:18:15.449866,935000,dataA2X,4294962296.0
193,2016-10-15 05:31:04.345223,10000,dataA2X,4294962296.0
194,2016-10-15 05:31:09.343413,15000,dataA2X,4294962296.0
195,2016-10-15 05:31:14.341354,20000,dataA2X,4294962296.0
196,2016-10-15 05:31:19.342919,25000,dataA2X,4294962296.0
197,2016-10-15 05:31:24.343674,30000,dataA2X,4294962296.0
198,2016-10-15 05:31:29.343436,35000,dataA2X,4294962296.0
199,2016-10-15 05:31:34.342039,40000,dataA2X,4294962296.0
200,2016-10-15 05:31:39.343034,45000,dataA2X,4294962296.0
201,2016-10-15 05:31:44.343748,50000,dataA2X,4294962296.0
202,2016-10-15 05:31:49.343112,55000,dataA2X,4294962296.0
203,2016-10-15 05:37:01.019888,5000,dataA2X,4294962296.0
204,2016-10-15 05:37:06.036712,10000,dataA2X,4294962296.0
205,2016-10-15 05:38:03.479707,15000,dataA2X,296.0
206,2016-10-15 05:38:05.107190,5000,dataA2X,4294962296.0
207,2016-10-15 05:48:49.288869,5000,dataA2X,4294962296.0
208,2016-10-15 05:48:49.356883,-1,blogmessage,-1.0
209,2016-10-15 05:48:50.917864,5000,dataA2X,4294962296.0
210,2016-10-15 05:48:56.642408,10000,dataA2X,4294962296.0
211,2016-10-15 05:48:58.260567,5000,dataA2X,4294962296.0
212,2016-10-15 05:49:03.265176,10000,dataA2X,4294962296.0
213,2016-10-16 06:09:22.072768,5000,dataA2X,4294962296.0
214,2016-10-16 06:09:22.146456,-2,dataA2X,4294962296.0
215,2016-10-16 06:09:23.752098,5000,dataA2X,4294962296.0
216,2016-10-16 06:09:28.695307,10000,dataA2X,4294962296.0
217,2016-10-21 07:08:33.468516,5000,did,75000.0
218,2016-10-21 07:08:38.466747,80000,dataA2X,4294962296.0
219,2016-10-21 11:13:28.966964,10000,dataA2X,4294962296.0
220,2016-10-21 11:31:41.077161,15000,nosensor,-1.0
221,2016-10-21 11:31:42.701514,5000,dataA2X,4294962296.0
222,2016-10-23 21:45:19.105718,0000,0000,0.0
223,2016-10-23 21:46:07.137539,0000,0000,0.0
224,2016-10-23 21:55:46.402752,0000,0000,0.0
